12 12
0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 2.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
0.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
9.999999999999998e-01 1.999999999999999e+00 0.000000000000000e+00
1.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
1.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
2.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 1.999999999999999e+00 0.000000000000000e+00
2.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
1.999999999999999e+00 9.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
2.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
3.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.999999999999999e+00 1.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 2.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
3.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
4.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 2.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
4.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
5.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
4.999999999999998e+00 2.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
5.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
6.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
5.999999999999998e+00 1.000000000000000e+00 0.000000000000000e+00
6.000000000000001e+00 2.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
6.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
6.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
7.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00
7.000000000000001e+00 2.000000000000000e+00 0.000000000000000e+00
6.999999999999998e+00 3.000000000000000e+00 0.000000000000000e+00
6.999999999999998e+00 4.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
7.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
7.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
8.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 9.999999999999998e-01 0.000000000000000e+00
8.000000000000000e+00 2.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
8.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
8.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
9.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.999999999999998e-01 0.000000000000000e+00
9.000000000000000e+00 2.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 3.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 4.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 5.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 6.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 7.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 8.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 9.000000000000000e+00 0.000000000000000e+00
9.000000000000000e+00 1.000000000000000e+01 0.000000000000000e+00
9.000000000000000e+00 1.100000000000000e+01 0.000000000000000e+00
